datetime,arrival_rate,job_count,hour,day_of_week,is_weekend,is_business_hours,arrival_rate_mean_12,arrival_rate_std_12,arrival_rate_max_12,arrival_rate_min_12,arrival_rate_mean_24,arrival_rate_std_24,arrival_rate_max_24,arrival_rate_min_24,scenario
2011-05-01 01:50:00,373820.0,373820,1,6,1,0,380875.2161458333,5273.241883685715,387075.25,371254.46875,373764.23097826086,12008.04125591215,387075.25,352012.96875,scenario_nominal
2011-05-01 01:55:00,369971.72,369972,1,6,1,0,380768.3203125,5494.362681038982,387075.25,369971.71875,373606.2096354167,11769.583230786757,387075.25,352012.96875,scenario_nominal
2011-05-01 02:00:00,366123.4,366123,2,6,1,0,379877.5104166667,6884.605122831854,387075.25,366123.40625,373018.2747395833,11776.54605515976,387075.25,352012.96875,scenario_nominal
2011-05-01 02:05:00,361847.53,361848,2,6,1,0,378309.6848958333,8614.703864396286,387075.25,361847.53125,372002.7526041667,11638.671139992084,387075.25,352012.96875,scenario_nominal
2011-05-01 02:10:00,356716.47,356716,2,6,1,0,376029.2135416667,10387.421033425177,387075.25,356716.46875,370915.96484375,11803.290166684175,387075.25,352012.96875,scenario_nominal
2011-05-01 02:15:00,351157.8,351158,2,6,1,0,373107.359375,12057.325494979592,387075.25,351157.8125,370007.33984375,12459.811174158946,387075.25,351157.8125,scenario_nominal
2011-05-01 02:20:00,345171.56,345172,2,6,1,0,369615.3854166667,13611.994283224503,386647.65625,345171.5625,369241.2434895833,13403.135788064432,387075.25,345171.5625,scenario_nominal
2011-05-01 02:25:00,342178.44,342178,2,6,1,0,365909.6171875,14572.843720908246,384937.3125,342178.4375,368653.30859375,14276.99384669023,387075.25,342178.4375,scenario_nominal
2011-05-01 02:30:00,346881.9,346882,2,6,1,0,362738.3333333333,14191.423832933611,382371.78125,342178.4375,368421.6979166667,14593.033039685644,387075.25,342178.4375,scenario_nominal
2011-05-01 02:35:00,362702.7,362703,2,6,1,0,361099.2421875,12783.694054900569,379806.25,342178.4375,368867.1028645833,14229.029634024886,387075.25,342178.4375,scenario_nominal
2011-05-01 02:40:00,387075.25,387075,2,6,1,0,361704.9921875,13876.23479979816,387075.25,342178.4375,370221.1328125,14355.840127188983,387075.25,342178.4375,scenario_nominal
2011-05-01 02:45:00,419999.56,420000,2,6,1,0,365303.8619791667,21600.98419458292,419999.5625,342178.4375,372751.03125,17376.510283296513,419999.5625,342178.4375,scenario_nominal
2011-05-01 02:50:00,467034.3,467034,2,6,1,0,373071.7213541667,36537.7911272765,467034.3125,342178.4375,376973.46875,25839.266588771785,467034.3125,342178.4375,scenario_nominal
2011-05-01 02:55:00,525613.94,525614,2,6,1,0,386041.90625,57148.86566981835,525613.9375,342178.4375,383405.11328125,39795.59392622141,525613.9375,342178.4375,scenario_nominal
2011-05-01 03:00:00,577352.2,577352,3,6,1,0,403644.3046875,78861.59638107673,577352.1875,342178.4375,391760.9075520833,56074.95137357938,577352.1875,342178.4375,scenario_nominal
2011-05-01 03:05:00,588041.9,588042,3,6,1,0,422493.8333333333,93615.51062570044,588041.875,342178.4375,400401.7591145833,68819.9542331712,588041.875,342178.4375,scenario_nominal
2011-05-01 03:10:00,554689.94,554690,3,6,1,0,438991.6223958333,98297.10338131367,588041.875,342178.4375,407510.41796875,75543.82520446429,588041.875,342178.4375,scenario_nominal
2011-05-01 03:15:00,520482.9,520483,3,6,1,0,453102.046875,96682.38915519354,588041.875,342178.4375,413104.703125,78799.8009125343,588041.875,342178.4375,scenario_nominal
2011-05-01 03:20:00,507227.66,507228,3,6,1,0,466606.7213541667,91410.36615159384,588041.875,342178.4375,418111.0533854167,80863.94133608436,588041.875,342178.4375,scenario_nominal
2011-05-01 03:25:00,504662.12,504662,3,6,1,0,480147.0286458333,82945.84339674677,588041.875,346881.90625,423028.3229166667,82440.30907274714,588041.875,342178.4375,scenario_nominal
2011-05-01 03:30:00,499531.06,499531,3,6,1,0,492867.7916666667,71576.07299806691,588041.875,362702.6875,427803.0625,83450.55647697774,588041.875,342178.4375,scenario_nominal
2011-05-01 03:35:00,486703.4,486703,3,6,1,0,503201.1848958333,58905.29656797624,588041.875,387075.25,432150.2135416667,83698.11111599124,588041.875,342178.4375,scenario_nominal
2011-05-01 03:40:00,467461.9,467462,3,6,1,0,509900.0729166667,48073.55696834777,588041.875,419999.5625,435802.5325520833,83225.85201513403,588041.875,342178.4375,scenario_nominal
2011-05-01 03:45:00,445227.3,445227,3,6,1,0,512002.3854166667,44178.5254579656,588041.875,445227.3125,438653.1236979167,82283.84901494253,588041.875,342178.4375,scenario_nominal
2011-05-01 03:50:00,423420.28,423420,3,6,1,0,508367.8828125,49667.35667933991,588041.875,423420.28125,440719.8020833333,81200.43085446372,588041.875,342178.4375,scenario_nominal
2011-05-01 03:55:00,401185.7,401186,3,6,1,0,497998.8619791667,58024.84341591655,588041.875,401185.6875,442020.3841145833,80262.55500476304,588041.875,342178.4375,scenario_nominal
2011-05-01 04:00:00,380233.84,380234,4,6,1,0,481572.3333333333,61325.79622944541,588041.875,380233.84375,442608.3190104167,79732.35588603957,588041.875,342178.4375,scenario_nominal
2011-05-01 04:05:00,365268.22,365268,4,6,1,0,463007.8619791667,59866.96973769664,554689.9375,365268.21875,442750.84765625,79584.63254292542,588041.875,342178.4375,scenario_nominal
2011-05-01 04:10:00,358854.4,358854,4,6,1,0,446688.234375,59292.01321975896,520482.90625,358854.40625,442839.9283854167,79485.2800232584,588041.875,342178.4375,scenario_nominal
2011-05-01 04:15:00,362702.7,362703,4,6,1,0,433539.8828125,58933.19781305055,507227.65625,358854.40625,443320.96484375,78939.36515270048,588041.875,342178.4375,scenario_nominal
2011-05-01 04:20:00,372537.25,372537,4,6,1,0,422315.6822916667,56394.69750790691,504662.125,358854.40625,444461.2018229167,77647.0731451415,588041.875,342178.4375,scenario_nominal
2011-05-01 04:25:00,384082.12,384082,4,6,1,0,412267.3489583333,50859.1827949009,499531.0625,358854.40625,446207.1888020833,75693.6816075034,588041.875,346881.90625,scenario_nominal
2011-05-01 04:30:00,392206.3,392206,4,6,1,0,403323.6197916667,42938.462527030206,486703.40625,358854.40625,448095.7057291667,73645.5246701873,588041.875,358854.40625,scenario_nominal
2011-05-01 04:35:00,392633.9,392634,4,6,1,0,395484.4947916667,33985.94070630212,467461.90625,358854.40625,449342.83984375,72379.12604022358,588041.875,358854.40625,scenario_nominal
2011-05-01 04:40:00,388358.03,388358,4,6,1,0,388892.5052083333,25323.49362832565,445227.3125,358854.40625,449396.2890625,72331.60261768512,588041.875,358854.40625,scenario_nominal
2011-05-01 04:45:00,384509.72,384510,4,6,1,0,383832.7057291667,18071.705861775925,423420.28125,358854.40625,447917.5455729167,73314.81137963376,588041.875,358854.40625,scenario_nominal
2011-05-01 04:50:00,384937.3,384937,4,6,1,0,380625.7916666667,13153.23854745701,401185.6875,358854.40625,444496.8372395833,74292.79476552106,588041.875,358854.40625,scenario_nominal
2011-05-01 04:55:00,387930.44,387930,4,6,1,0,379521.1875,11751.561818220802,392633.90625,358854.40625,438760.0247395833,73062.37785935363,588041.875,358854.40625,scenario_nominal
2011-05-01 05:00:00,386220.06,386220,5,6,1,0,380020.0390625,11910.545631346153,392633.90625,358854.40625,430796.1861979167,67504.28940140852,588041.875,358854.40625,scenario_nominal
2011-05-01 05:05:00,379378.66,379379,5,6,1,0,381195.9088541667,10982.114392280968,392633.90625,358854.40625,422101.8854166667,59311.42714441132,554689.9375,358854.40625,scenario_nominal
2011-05-01 05:10:00,371254.47,371254,5,6,1,0,382229.2473958333,9113.183417490232,392633.90625,362702.6875,414458.7408854167,52961.95861775562,520482.90625,358854.40625,scenario_nominal
2011-05-01 05:15:00,364840.66,364841,5,6,1,0,382407.4114583333,8708.652351031524,392633.90625,364840.65625,407973.6471354167,48778.89979212043,507227.65625,358854.40625,scenario_nominal
2011-05-01 05:20:00,360992.34,360992,5,6,1,0,381445.3359375,10376.217779693456,392633.90625,360992.34375,401880.5091145833,44813.923056430416,504662.125,358854.40625,scenario_nominal
2011-05-01 05:25:00,360564.75,360565,5,6,1,0,379485.5546875,11936.506842025312,392633.90625,360564.75,395876.4518229167,39819.363645142665,499531.0625,358854.40625,scenario_nominal
2011-05-01 05:30:00,363557.88,363558,5,6,1,0,377098.1848958333,12025.582723073308,392633.90625,360564.75,390210.90234375,33620.79380966379,486703.40625,358854.40625,scenario_nominal
2011-05-01 05:35:00,368688.94,368689,5,6,1,0,375102.7708333333,11169.510913539394,388358.03125,360564.75,385293.6328125,26841.168546956764,467461.90625,358854.40625,scenario_nominal
2011-05-01 05:40:00,375957.94,375958,5,6,1,0,374069.4296875,10377.219669477512,387930.4375,360564.75,381480.9674479167,20384.315796298622,445227.3125,358854.40625,scenario_nominal
2011-05-01 05:45:00,384509.72,384510,5,6,1,0,374069.4296875,10377.219669477512,387930.4375,360564.75,378951.0677083333,15249.99644112379,423420.28125,358854.40625,scenario_nominal
2011-05-01 05:50:00,393489.1,393489,5,6,1,0,374782.078125,11431.502051480224,393489.09375,360564.75,377703.9348958333,12415.71599709875,401185.6875,358854.40625,scenario_nominal
2011-05-01 05:55:00,401613.25,401613,5,6,1,0,375922.3125,13378.756727994418,401613.25,360564.75,377721.75,12451.130753418562,401613.25,358854.40625,scenario_nominal
2011-05-01 06:00:00,408882.28,408882,6,6,1,0,377810.8307291667,16254.84632396007,408882.28125,360564.75,378915.4348958333,13981.627692659282,408882.28125,358854.40625,scenario_nominal
2011-05-01 06:05:00,414013.34,414013,6,6,1,0,380697.0546875,19340.53850542726,414013.34375,360564.75,380946.4817708333,15383.205214061993,414013.34375,358854.40625,scenario_nominal
2011-05-01 06:10:00,417434.03,417434,6,6,1,0,384545.3515625,21736.753705497413,417434.03125,360564.75,383387.2994791667,16342.912758934912,417434.03125,360564.75,scenario_nominal
2011-05-01 06:15:00,419144.4,419144,6,6,1,0,389070.6640625,22883.95469522905,419144.40625,360564.75,385739.0377604167,17271.577182469213,419144.40625,360564.75,scenario_nominal
2011-05-01 06:20:00,420427.16,420427,6,6,1,0,394023.5651041667,22685.38174367141,420427.15625,360564.75,387734.4505208333,18408.98638869388,420427.15625,360564.75,scenario_nominal
2011-05-01 06:25:00,422565.1,422565,6,6,1,0,399190.2604166667,21396.009945052545,422565.09375,363557.875,389337.9075520833,19707.222661823085,422565.09375,360564.75,scenario_nominal
2011-05-01 06:30:00,427696.2,427696,6,6,1,0,404535.1197916667,19623.25240578532,427696.1875,368688.9375,390816.65234375,21206.301157281017,427696.1875,360564.75,scenario_nominal
2011-05-01 06:35:00,434110.0,434110,6,6,1,0,409986.875,17758.11599605683,434110.0,375957.9375,392544.8229166667,22976.925643493745,434110.0,360564.75,scenario_nominal
2011-05-01 06:40:00,438385.88,438386,6,6,1,0,415189.203125,15933.445440338162,438385.875,384509.71875,394629.31640625,24779.18980819677,438385.875,360564.75,scenario_nominal
2011-05-01 06:45:00,438385.88,438386,6,6,1,0,419678.8828125,13972.667018819506,438385.875,393489.09375,396874.15625,26221.03081807044,438385.875,360564.75,scenario_nominal
2011-05-01 06:50:00,434110.0,434110,6,6,1,0,423063.9583333333,11803.069387266927,438385.875,401613.25,398923.0182291667,27152.346592450554,438385.875,360564.75,scenario_nominal
2011-05-01 06:55:00,428978.94,428979,6,6,1,0,425344.4322916667,9746.25461587318,438385.875,408882.28125,400633.3723958333,27716.783696555714,438385.875,360564.75,scenario_nominal
2011-05-01 07:00:00,424275.47,424275,7,6,1,0,426627.1979166667,8286.235485662062,438385.875,414013.34375,402219.0143229167,27943.98530231062,438385.875,360564.75,scenario_nominal
2011-05-01 07:05:00,421282.34,421282,7,6,1,0,427232.9479166667,7509.591661440185,438385.875,417434.03125,403965.0013020833,27763.35598248532,438385.875,360564.75,scenario_nominal
2011-05-01 07:10:00,418716.8,418717,7,6,1,0,427339.8463541667,7365.165575011862,438385.875,418716.8125,405942.5989583333,27012.28874005684,438385.875,360564.75,scenario_nominal
2011-05-01 07:15:00,415723.7,415724,7,6,1,0,427054.7864583333,7766.461120592604,438385.875,415723.6875,408062.7252604167,25606.289677606637,438385.875,360564.75,scenario_nominal
2011-05-01 07:20:00,413158.16,413158,7,6,1,0,426449.0364583333,8572.072805088932,438385.875,413158.15625,410236.30078125,23570.10256437596,438385.875,360564.75,scenario_nominal
2011-05-01 07:25:00,411020.22,411020,7,6,1,0,425486.9635416667,9630.166369207514,438385.875,411020.21875,412338.6119791667,21064.004301597823,438385.875,363557.875,scenario_nominal
2011-05-01 07:30:00,409737.44,409737,7,6,1,0,423990.4010416667,10602.022343646486,438385.875,409737.4375,414262.7604166667,18348.4057492736,438385.875,368688.9375,scenario_nominal
2011-05-01 07:35:00,409309.88,409310,7,6,1,0,421923.7239583333,10863.991260992954,438385.875,409309.875,415955.2994791667,15634.517368082768,438385.875,375957.9375,scenario_nominal
2011-05-01 07:40:00,407171.9,407172,7,6,1,0,419322.5598958333,10285.5168355978,438385.875,407171.90625,417255.8815104167,13284.249861987955,438385.875,384509.71875,scenario_nominal
2011-05-01 07:45:00,403323.62,403324,7,6,1,0,416400.7057291667,9311.867189551049,434110.0,403323.625,418039.7942708333,11732.31862228252,438385.875,393489.09375,scenario_nominal
2011-05-01 07:50:00,396909.78,396910,7,6,1,0,413300.6875,9069.30514198035,428978.9375,396909.78125,418182.3229166667,11438.191013289004,438385.875,396909.78125,scenario_nominal
2011-05-01 07:55:00,389213.2,389213,7,6,1,0,409986.875,10033.57611906382,424275.46875,389213.1875,417665.6536458333,12454.108475799132,438385.875,389213.1875,scenario_nominal
2011-05-01 08:00:00,381516.6,381517,8,6,1,0,406423.6354166667,11914.20860787018,421282.34375,381516.59375,416525.4166666667,14394.767080860507,438385.875,381516.59375,scenario_nominal
2011-05-01 08:05:00,375102.78,375103,8,6,1,0,402575.3385416667,13960.769907811107,418716.8125,375102.78125,414904.1432291667,16697.114951633142,438385.875,375102.78125,scenario_nominal
2011-05-01 08:10:00,370826.88,370827,8,6,1,0,398584.5104166667,15667.660110839852,415723.6875,370826.875,412962.1783854167,18948.61435742609,438385.875,370826.875,scenario_nominal
2011-05-01 08:15:00,369544.12,369544,8,6,1,0,394736.2135416667,16711.75752368249,413158.15625,369544.125,410895.5,20854.099032760016,438385.875,369544.125,scenario_nominal
2011-05-01 00:00:00,306261.0,306261,0,6,1,0,306261.0,,306261.0,306261.0,306261.0,,306261.0,306261.0,scenario_optimistic
2011-05-01 00:05:00,295143.7,295144,0,6,1,0,300702.34375,7861.12705731997,306261.0,295143.6875,300702.34375,7861.12705731997,306261.0,295143.6875,scenario_optimistic
2011-05-01 00:10:00,303267.88,303268,0,6,1,0,301557.5208333333,5752.620519140786,306261.0,295143.6875,301557.5208333333,5752.620519140786,306261.0,295143.6875,scenario_optimistic
2011-05-01 00:15:00,291295.4,291295,0,6,1,0,298991.9921875,6956.256954847102,306261.0,291295.40625,298991.9921875,6956.256954847102,306261.0,291295.40625,scenario_optimistic
2011-05-01 00:20:00,263074.53,263075,0,6,1,0,291808.5,17155.3179263971,306261.0,263074.53125,291808.5,17155.3179263971,306261.0,263074.53125,scenario_optimistic
2011-05-01 00:25:00,242550.28,242550,0,6,1,0,283598.796875,25295.0449481399,306261.0,242550.28125,283598.796875,25295.0449481399,306261.0,242550.28125,scenario_optimistic
2011-05-01 00:30:00,245543.4,245543,0,6,1,0,278162.3125,27204.53918541933,306261.0,242550.28125,278162.3125,27204.53918541933,306261.0,242550.28125,scenario_optimistic
2011-05-01 00:35:00,284453.97,284454,0,6,1,0,278948.76953125,25284.547892277824,306261.0,242550.28125,278948.76953125,25284.547892277824,306261.0,242550.28125,scenario_optimistic
2011-05-01 00:40:00,366978.6,366979,0,6,1,0,288729.8611111111,37688.49412347154,366978.59375,242550.28125,288729.8611111111,37688.49412347154,366978.59375,242550.28125,scenario_optimistic
2011-05-01 00:45:00,489696.53,489697,0,6,1,0,308826.528125,72810.42581816399,489696.53125,242550.28125,308826.528125,72810.42581816399,489696.53125,242550.28125,scenario_optimistic
2011-05-01 00:50:00,565807.25,565807,0,6,1,0,332188.4119318182,103801.61878350518,565807.25,242550.28125,332188.4119318182,103801.61878350518,565807.25,242550.28125,scenario_optimistic
2011-05-01 00:55:00,546138.2,546138,0,6,1,0,350017.5598958333,116661.01821515492,565807.25,242550.28125,350017.5598958333,116661.01821515492,565807.25,242550.28125,scenario_optimistic
2011-05-01 01:00:00,504662.12,504662,1,6,1,0,366550.9869791667,123740.11597988312,565807.25,242550.28125,361913.29567307694,119646.3732252099,565807.25,242550.28125,scenario_optimistic
2011-05-01 01:05:00,473448.16,473448,1,6,1,0,381409.6927083333,125084.1200871428,565807.25,242550.28125,369880.0714285714,118754.59745339472,565807.25,242550.28125,scenario_optimistic
2011-05-01 01:10:00,447792.84,447793,1,6,1,0,393453.4401041667,123827.72671195802,565807.25,242550.28125,375074.25625,116189.56621571833,565807.25,242550.28125,scenario_optimistic
2011-05-01 01:15:00,425130.62,425131,1,6,1,0,404606.375,119750.076716488,565807.25,242550.28125,378202.779296875,112945.1937040598,565807.25,242550.28125,scenario_optimistic
2011-05-01 01:20:00,402896.03,402896,1,6,1,0,416258.1666666667,111225.9702757492,565807.25,242550.28125,379655.32352941175,109522.58339151656,565807.25,242550.28125,scenario_optimistic
2011-05-01 01:25:00,376813.12,376813,1,6,1,0,427446.7369791667,98147.68727424016,565807.25,245543.40625,379497.4236111111,106254.62472249004,565807.25,242550.28125,scenario_optimistic
2011-05-01 01:30:00,349875.03,349875,1,6,1,0,436141.0390625,84198.95854725999,565807.25,284453.96875,377938.35032894736,103484.3177389974,565807.25,242550.28125,scenario_optimistic
2011-05-01 01:35:00,330633.56,330634,1,6,1,0,439989.3385416667,77418.14341547886,565807.25,330633.5625,375573.1109375,101278.12880907091,565807.25,242550.28125,scenario_optimistic
2011-05-01 01:40:00,325502.5,325502,1,6,1,0,436532.9973958333,81777.17510168681,565807.25,325502.5,373188.7961309524,99316.56712424464,565807.25,242550.28125,scenario_optimistic
2011-05-01 01:45:00,330633.56,330634,1,6,1,0,423277.75,85196.2867419745,565807.25,325502.5,371254.4673295455,97346.7641260854,565807.25,242550.28125,scenario_optimistic
2011-05-01 01:50:00,328923.2,328923,1,6,1,0,403537.4114583333,76130.52996858227,546138.1875,325502.5,369413.9769021739,95517.31616902018,565807.25,242550.28125,scenario_optimistic
2011-05-01 01:55:00,320371.44,320371,1,6,1,0,384723.515625,64729.14146720205,504662.125,320371.4375,367370.5377604167,93952.63014697876,565807.25,242550.28125,scenario_optimistic
2011-05-01 02:00:00,315667.94,315668,2,6,1,0,368974.0,55181.778323345534,473448.15625,315667.9375,367762.4934895833,93705.90453547232,565807.25,242550.28125,scenario_optimistic
2011-05-01 02:05:00,303695.47,303695,2,6,1,0,354827.9427083333,47136.57267925516,447792.84375,303695.46875,368118.8177083333,93433.62349806807,565807.25,242550.28125,scenario_optimistic
2011-05-01 02:10:00,281033.28,281033,2,6,1,0,340931.3125,41479.68241277446,425130.625,281033.28125,367192.3763020833,94211.60568249172,565807.25,242550.28125,scenario_optimistic
2011-05-01 02:15:00,271198.72,271199,2,6,1,0,328103.6536458333,36587.04317252992,402896.03125,271198.71875,366355.0143229167,95001.51414500586,565807.25,242550.28125,scenario_optimistic
2011-05-01 02:20:00,268633.2,268633,2,6,1,0,316915.0833333333,31859.573040367497,376813.125,268633.1875,366586.625,94745.2021674108,565807.25,242550.28125,scenario_optimistic
2011-05-01 02:25:00,266495.25,266495,2,6,1,0,307721.9270833333,28771.15201863907,349875.03125,266495.25,367584.33203125,93500.15238093583,565807.25,245543.40625,scenario_optimistic
2011-05-01 02:30:00,265640.1,265640,2,6,1,0,300702.3489583333,27811.4983651283,330633.5625,265640.09375,368421.6940104167,92443.68846283598,565807.25,265640.09375,scenario_optimistic
2011-05-01 02:35:00,267350.44,267350,2,6,1,0,295428.7552083333,27619.19098251672,330633.5625,265640.09375,367709.046875,93182.11448246964,565807.25,265640.09375,scenario_optimistic
2011-05-01 02:40:00,277612.56,277613,2,6,1,0,291437.9270833333,26307.418419979665,330633.5625,265640.09375,363985.4622395833,94980.75995576798,565807.25,265640.09375,scenario_optimistic
2011-05-01 02:45:00,288302.28,288302,2,6,1,0,287910.3203125,23232.20575737489,328923.1875,265640.09375,355594.03515625,92248.62797846504,565807.25,265640.09375,scenario_optimistic
2011-05-01 02:50:00,285736.75,285737,2,6,1,0,284311.4505208333,19316.351988355385,320371.4375,265640.09375,343924.4309895833,81600.23126848335,546138.1875,265640.09375,scenario_optimistic
2011-05-01 02:55:00,276329.78,276330,2,6,1,0,280641.3125,15684.623106220812,315667.9375,265640.09375,332682.4140625,70338.68091994809,504662.125,265640.09375,scenario_optimistic
2011-05-01 03:00:00,266922.84,266923,3,6,1,0,276579.2213541667,11557.784995623157,303695.46875,265640.09375,322776.6106770833,61214.33915148724,473448.15625,265640.09375,scenario_optimistic
2011-05-01 03:05:00,257515.88,257516,3,6,1,0,272730.921875,9144.366019409284,288302.28125,257515.875,313779.4322916667,53486.99965189931,447792.84375,257515.875,scenario_optimistic
2011-05-01 03:10:00,244260.64,244261,3,6,1,0,269666.53515625,11865.748570739355,288302.28125,244260.640625,305298.923828125,47064.69710082268,425130.625,244260.640625,scenario_optimistic
2011-05-01 03:15:00,228012.27,228012,3,6,1,0,266067.6640625,16857.865675345594,288302.28125,228012.265625,297085.6588541667,42190.85879620112,402896.03125,228012.265625,scenario_optimistic
2011-05-01 03:20:00,217322.55,217323,3,6,1,0,261791.77734375,21900.954812609714,288302.28125,217322.546875,289353.4303385417,38826.817018726506,376813.125,217322.546875,scenario_optimistic
2011-05-01 03:25:00,213901.84,213902,3,6,1,0,257408.9934895833,25791.097110122144,288302.28125,213901.84375,282565.4602864583,37072.728981845554,349875.03125,213901.84375,scenario_optimistic
2011-05-01 03:30:00,214757.02,214757,3,6,1,0,253168.73697916663,28368.78965687397,288302.28125,213901.84375,276935.54296875,36663.93201814696,330633.5625,213901.84375,scenario_optimistic
2011-05-01 03:35:00,219460.5,219460,3,6,1,0,249177.90885416663,29536.84077655797,288302.28125,213901.84375,272303.33203125,36607.51653651213,330633.5625,213901.84375,scenario_optimistic
2011-05-01 03:40:00,228439.86,228440,3,6,1,0,245080.18359375,28630.428082692797,288302.28125,213901.84375,268259.0553385417,35827.995324290074,330633.5625,213901.84375,scenario_optimistic
2011-05-01 03:45:00,241267.52,241268,3,6,1,0,241160.61979166663,25187.923658753207,285736.75,213901.84375,264535.4700520833,33640.71207256964,328923.1875,213901.84375,scenario_optimistic
2011-05-01 03:50:00,255805.53,255806,3,6,1,0,238666.3515625,21598.678494748758,276329.78125,213901.84375,261488.90104166663,30742.06747377497,320371.4375,213901.84375,scenario_optimistic
2011-05-01 03:55:00,268633.2,268633,3,6,1,0,238024.96875,20462.98853417707,268633.1875,213901.84375,259333.140625,28137.14151204482,315667.9375,213901.84375,scenario_optimistic
2011-05-01 04:00:00,277612.56,277613,4,6,1,0,238915.7786458333,22009.58631927487,277612.5625,213901.84375,257747.5,25799.609554949475,303695.46875,213901.84375,scenario_optimistic
2011-05-01 04:05:00,281460.88,281461,4,6,1,0,240911.1953125,24762.47560086804,281460.875,213901.84375,256821.05859375,24441.381424577623,288302.28125,213901.84375,scenario_optimistic
2011-05-01 04:10:00,279750.5,279750,4,6,1,0,243868.68359375,27198.4193027023,281460.875,213901.84375,256767.609375,24387.47441355377,288302.28125,213901.84375,scenario_optimistic
